Country,Month,Total Passengers,Year
Cayman Islands,01 January 1992,39043,1992
Peru,01 January 1992,46995,1992
Belgium,01 January 1992,40862,1992
Dominican Republic,01 January 1992,143562,1992
Colombia,01 January 1992,61302,1992
Japan,01 January 1992,947894,1992
Honduras,01 January 1992,16408,1992
Panama,01 January 1992,39941,1992
Bahamas,01 January 1992,65094,1992
Jamaica,01 January 1992,132626,1992
Spain,01 January 1992,72694,1992
Guatemala,01 January 1992,60034,1992
Argentina,01 January 1992,43989,1992
Venezuela,01 January 1992,78788,1992
Ecuador,01 January 1992,24685,1992
Atlantic Ocean,01 January 1992,30513,1992
Ireland,01 January 1992,26610,1992
Canada,01 January 1992,796274,1992
Taiwan,01 January 1992,91486,1992
Costa Rica,01 January 1992,44860,1992
France,01 January 1992,240433,1992
Denmark,01 January 1992,29910,1992
Mexico,01 January 1992,772445,1992
Aruba,01 January 1992,53297,1992
New Zealand,01 January 1992,63864,1992
Haiti,01 January 1992,12130,1992
Hong Kong,01 January 1992,68848,1992
United Kingdom,01 January 1992,607624,1992
South Korea,01 January 1992,160415,1992
Philippines,01 January 1992,49709,1992
Netherlands,01 January 1992,119074,1992
Brazil,01 January 1992,111806,1992
Chile,01 January 1992,15163,1992
Switzerland,01 January 1992,67921,1992
Antilles,01 January 1992,48019,1992
Russia,01 January 1992,1923,1992
Germany,01 January 1992,344476,1992
Israel,01 January 1992,29765,1992
Italy,01 January 1992,102503,1992
China,01 January 1992,6350,1992
El Salvador,01 January 1992,18443,1992
Trinidad and Tobago,01 January 1992,10972,1992
Australia,01 January 1992,86475,1992
Iceland,01 January 1992,11937,1992
Philippines,01 December 1993,46005,1993
Honduras,01 December 1993,18352,1993
Turkey,01 December 1993,2210,1993
Atlantic Ocean,01 December 1993,45128,1993
Spain,01 December 1993,81851,1993
Trinidad and Tobago,01 December 1993,25597,1993
Israel,01 December 1993,33168,1993
Argentina,01 December 1993,56196,1993
Guatemala,01 December 1993,93393,1993
Russia,01 December 1993,15229,1993
Costa Rica,01 December 1993,67985,1993
Aruba,01 December 1993,53370,1993
Ecuador,01 December 1993,33446,1993
Peru,01 December 1993,41386,1993
China,01 December 1993,9996,1993
Cayman Islands,01 December 1993,51878,1993
El Salvador,01 December 1993,37229,1993
Mexico,01 December 1993,821359,1993
Hong Kong,01 December 1993,78323,1993
Venezuela,01 December 1993,141796,1993
Belgium,01 December 1993,51729,1993
Brazil,01 December 1993,144557,1993
Haiti,01 December 1993,31996,1993
Canada,01 December 1993,834336,1993
Chile,01 December 1993,27129,1993
South Korea,01 December 1993,208069,1993
Italy,01 December 1993,108501,1993
New Zealand,01 December 1993,62060,1993
France,01 December 1993,223103,1993
Panama,01 December 1993,39988,1993
Iceland,01 December 1993,15980,1993
Netherlands,01 December 1993,162113,1993
Australia,01 December 1993,74842,1993
Colombia,01 December 1993,72550,1993
Germany,01 December 1993,373587,1993
Jamaica,01 December 1993,169010,1993
Ireland,01 December 1993,38421,1993
United Kingdom,01 December 1993,721873,1993
Bahamas,01 December 1993,102872,1993
Dominican Republic,01 December 1993,171073,1993
Taiwan,01 December 1993,138546,1993
Switzerland,01 December 1993,80636,1993
Antilles,01 December 1993,60523,1993
Denmark,01 December 1993,31659,1993
Japan,01 December 1993,871248,1993
Costa Rica,01 November 1993,47342,1993
Russia,01 November 1993,9201,1993
Philippines,01 November 1993,38506,1993
Honduras,01 November 1993,13608,1993
China,01 November 1993,10284,1993
Switzerland,01 November 1993,76345,1993
Italy,01 November 1993,112537,1993
Colombia,01 November 1993,52910,1993
El Salvador,01 November 1993,32591,1993
Japan,01 November 1993,809673,1993
Venezuela,01 November 1993,97709,1993
Argentina,01 November 1993,48178,1993
United Kingdom,01 November 1993,706381,1993
Canada,01 November 1993,774772,1993
Turkey,01 November 1993,1818,1993
Iceland,01 November 1993,13648,1993
Trinidad and Tobago,01 November 1993,18851,1993
Dominican Republic,01 November 1993,134855,1993
Ecuador,01 November 1993,26816,1993
France,01 November 1993,216780,1993
South Korea,01 November 1993,160747,1993
Israel,01 November 1993,36666,1993
Antilles,01 November 1993,54213,1993
Jamaica,01 November 1993,137988,1993
New Zealand,01 November 1993,52410,1993
Spain,01 November 1993,76444,1993
Guatemala,01 November 1993,90765,1993
Ireland,01 November 1993,33875,1993
Brazil,01 November 1993,99865,1993
Chile,01 November 1993,23252,1993
Atlantic Ocean,01 November 1993,69763,1993
Taiwan,01 November 1993,104275,1993
Netherlands,01 November 1993,152693,1993
Denmark,01 November 1993,32144,1993
Cayman Islands,01 November 1993,49328,1993
Belgium,01 November 1993,49125,1993
Aruba,01 November 1993,56629,1993
Germany,01 November 1993,354280,1993
Peru,01 November 1993,33792,1993
Australia,01 November 1993,71589,1993
Panama,01 November 1993,28127,1993
Bahamas,01 November 1993,89530,1993
Mexico,01 November 1993,713518,1993
Haiti,01 November 1993,16980,1993
Hong Kong,01 November 1993,76331,1993
Ireland,01 October 1993,48859,1993
El Salvador,01 October 1993,25071,1993
Hong Kong,01 October 1993,81681,1993
Trinidad and Tobago,01 October 1993,27865,1993
Denmark,01 October 1993,50879,1993
Ecuador,01 October 1993,30348,1993
Aruba,01 October 1993,62474,1993
Russia,01 October 1993,16063,1993
Belgium,01 October 1993,74540,1993
Mexico,01 October 1993,687936,1993
Haiti,01 October 1993,24764,1993
Philippines,01 October 1993,34683,1993
Switzerland,01 October 1993,113375,1993
Netherlands,01 October 1993,207400,1993
Panama,01 October 1993,28213,1993
Honduras,01 October 1993,13156,1993
Dominican Republic,01 October 1993,132918,1993
Germany,01 October 1993,486622,1993
Atlantic Ocean,01 October 1993,83431,1993
Turkey,01 October 1993,3262,1993
Canada,01 October 1993,966691,1993
Peru,01 October 1993,37717,1993
South Korea,01 October 1993,174712,1993
Venezuela,01 October 1993,106521,1993
Bahamas,01 October 1993,75090,1993
Israel,01 October 1993,47523,1993
Costa Rica,01 October 1993,41110,1993
Spain,01 October 1993,102044,1993
Japan,01 October 1993,827554,1993
Brazil,01 October 1993,120993,1993
France,01 October 1993,287184,1993
Italy,01 October 1993,164401,1993
China,01 October 1993,11868,1993
Iceland,01 October 1993,18490,1993
United Kingdom,01 October 1993,1013563,1993
New Zealand,01 October 1993,55831,1993
Taiwan,01 October 1993,107519,1993
Australia,01 October 1993,86263,1993
Chile,01 October 1993,22822,1993
Colombia,01 October 1993,52109,1993
Antilles,01 October 1993,48305,1993
Argentina,01 October 1993,55501,1993
Guatemala,01 October 1993,69450,1993
Jamaica,01 October 1993,131378,1993
Cayman Islands,01 October 1993,40669,1993
Turkey,01 September 1993,3111,1993
Japan,01 September 1993,937782,1993
Peru,01 September 1993,33586,1993
Argentina,01 September 1993,48278,1993
Hong Kong,01 September 1993,78381,1993
Israel,01 September 1993,42152,1993
Netherlands,01 September 1993,220970,1993
Russia,01 September 1993,12622,1993
South Korea,01 September 1993,171158,1993
Mexico,01 September 1993,584329,1993
Ecuador,01 September 1993,33010,1993
Brazil,01 September 1993,105485,1993
United Kingdom,01 September 1993,1037502,1993
Jamaica,01 September 1993,129343,1993
Ireland,01 September 1993,68940,1993
Australia,01 September 1993,80519,1993
Colombia,01 September 1993,50148,1993
France,01 September 1993,330069,1993
Costa Rica,01 September 1993,37827,1993
Belgium,01 September 1993,72932,1993
Dominican Republic,01 September 1993,157368,1993
Haiti,01 September 1993,37676,1993
Spain,01 September 1993,106538,1993
New Zealand,01 September 1993,61007,1993
Honduras,01 September 1993,15640,1993
China,01 September 1993,12423,1993
Switzerland,01 September 1993,109557,1993
Trinidad and Tobago,01 September 1993,24234,1993
Antilles,01 September 1993,36880,1993
Canada,01 September 1993,950106,1993
Panama,01 September 1993,28824,1993
Germany,01 September 1993,516599,1993
Bahamas,01 September 1993,69620,1993
Italy,01 September 1993,188137,1993
Denmark,01 September 1993,54673,1993
Atlantic Ocean,01 September 1993,83194,1993
El Salvador,01 September 1993,19610,1993
Guatemala,01 September 1993,60190,1993
Iceland,01 September 1993,17500,1993
Chile,01 September 1993,23581,1993
Taiwan,01 September 1993,112360,1993
Cayman Islands,01 September 1993,33719,1993
Philippines,01 September 1993,34754,1993
Venezuela,01 September 1993,150210,1993
Aruba,01 September 1993,49229,1993
Spain,01 August 1993,138879,1993
Antilles,01 August 1993,50254,1993
France,01 August 1993,414732,1993
Costa Rica,01 August 1993,51293,1993
Guatemala,01 August 1993,81775,1993
Cayman Islands,01 August 1993,49049,1993
Colombia,01 August 1993,72890,1993
Venezuela,01 August 1993,158619,1993
Brazil,01 August 1993,119316,1993
Canada,01 August 1993,1125997,1993
South Korea,01 August 1993,250093,1993
Russia,01 August 1993,26180,1993
Japan,01 August 1993,1105194,1993
Belgium,01 August 1993,95090,1993
Denmark,01 August 1993,61441,1993
Germany,01 August 1993,590539,1993
Philippines,01 August 1993,43179,1993
Italy,01 August 1993,193634,1993
Honduras,01 August 1993,24584,1993
Switzerland,01 August 1993,120620,1993
China,01 August 1993,13296,1993
Iceland,01 August 1993,23253,1993
Jamaica,01 August 1993,203379,1993
Israel,01 August 1993,81869,1993
Mexico,01 August 1993,877820,1993
United Kingdom,01 August 1993,1171525,1993
Taiwan,01 August 1993,153148,1993
Australia,01 August 1993,78620,1993
Turkey,01 August 1993,2891,1993
Bahamas,01 August 1993,99258,1993
El Salvador,01 August 1993,34263,1993
New Zealand,01 August 1993,54368,1993
Argentina,01 August 1993,47652,1993
Panama,01 August 1993,43243,1993
Ireland,01 August 1993,94187,1993
Dominican Republic,01 August 1993,212615,1993
Ecuador,01 August 1993,41958,1993
Aruba,01 August 1993,61056,1993
Haiti,01 August 1993,47683,1993
Trinidad and Tobago,01 August 1993,34025,1993
Peru,01 August 1993,46268,1993
Atlantic Ocean,01 August 1993,95877,1993
Hong Kong,01 August 1993,90765,1993
Chile,01 August 1993,18785,1993
Netherlands,01 August 1993,255436,1993
Philippines,01 July 1993,45387,1993
Venezuela,01 July 1993,115705,1993
Spain,01 July 1993,131149,1993
Italy,01 July 1993,191792,1993
Taiwan,01 July 1993,146034,1993
Iceland,01 July 1993,22467,1993
Brazil,01 July 1993,182119,1993
Atlantic Ocean,01 July 1993,88632,1993
France,01 July 1993,396148,1993
Germany,01 July 1993,564267,1993
Panama,01 July 1993,43447,1993
Israel,01 July 1993,74648,1993
Aruba,01 July 1993,61978,1993
Argentina,01 July 1993,52454,1993
El Salvador,01 July 1993,37640,1993
Ecuador,01 July 1993,44876,1993
Mexico,01 July 1993,845607,1993
Ireland,01 July 1993,91237,1993
Trinidad and Tobago,01 July 1993,30355,1993
United Kingdom,01 July 1993,1103399,1993
Cayman Islands,01 July 1993,45141,1993
Jamaica,01 July 1993,176442,1993
Hong Kong,01 July 1993,84893,1993
Japan,01 July 1993,969114,1993
Honduras,01 July 1993,23557,1993
China,01 July 1993,13188,1993
Chile,01 July 1993,21663,1993
Costa Rica,01 July 1993,57564,1993
South Korea,01 July 1993,211245,1993
Peru,01 July 1993,47093,1993
Dominican Republic,01 July 1993,215936,1993
Belgium,01 July 1993,99513,1993
New Zealand,01 July 1993,53040,1993
Antilles,01 July 1993,56227,1993
Colombia,01 July 1993,82085,1993
Russia,01 July 1993,24948,1993
Canada,01 July 1993,1082266,1993
Switzerland,01 July 1993,118580,1993
Netherlands,01 July 1993,256269,1993
Guatemala,01 July 1993,80989,1993
Denmark,01 July 1993,65112,1993
Australia,01 July 1993,83858,1993
Bahamas,01 July 1993,87925,1993
Haiti,01 July 1993,40924,1993
Netherlands,01 June 1993,229640,1993
Australia,01 June 1993,78416,1993
United Kingdom,01 June 1993,1033029,1993
New Zealand,01 June 1993,48659,1993
Venezuela,01 June 1993,77162,1993
Argentina,01 June 1993,48359,1993
Atlantic Ocean,01 June 1993,90824,1993
Panama,01 June 1993,37102,1993
China,01 June 1993,13448,1993
Jamaica,01 June 1993,142028,1993
Hong Kong,01 June 1993,81749,1993
Germany,01 June 1993,506176,1993
Aruba,01 June 1993,48811,1993
Spain,01 June 1993,109758,1993
France,01 June 1993,352284,1993
Ireland,01 June 1993,77648,1993
Antilles,01 June 1993,44135,1993
Iceland,01 June 1993,19405,1993
Mexico,01 June 1993,693810,1993
Guatemala,01 June 1993,72365,1993
Bahamas,01 June 1993,76484,1993
Taiwan,01 June 1993,125734,1993
Denmark,01 June 1993,57734,1993
Canada,01 June 1993,955753,1993
Philippines,01 June 1993,47766,1993
Cayman Islands,01 June 1993,39930,1993
Haiti,01 June 1993,31072,1993
Ecuador,01 June 1993,35237,1993
Colombia,01 June 1993,67225,1993
Israel,01 June 1993,57603,1993
Russia,01 June 1993,16066,1993
Trinidad and Tobago,01 June 1993,20676,1993
Italy,01 June 1993,169702,1993
South Korea,01 June 1993,176318,1993
El Salvador,01 June 1993,29666,1993
Honduras,01 June 1993,19736,1993
Dominican Republic,01 June 1993,167061,1993
Chile,01 June 1993,16915,1993
Switzerland,01 June 1993,103840,1993
Belgium,01 June 1993,74205,1993
Peru,01 June 1993,35358,1993
Brazil,01 June 1993,105186,1993
Japan,01 June 1993,923859,1993
Costa Rica,01 June 1993,43588,1993
Venezuela,01 May 1993,74542,1993
Colombia,01 May 1993,51366,1993
Japan,01 May 1993,884775,1993
Denmark,01 May 1993,51275,1993
China,01 May 1993,11419,1993
Italy,01 May 1993,142353,1993
Atlantic Ocean,01 May 1993,96890,1993
Panama,01 May 1993,31418,1993
Honduras,01 May 1993,16807,1993
Haiti,01 May 1993,28912,1993
Aruba,01 May 1993,57280,1993
Brazil,01 May 1993,97375,1993
Argentina,01 May 1993,47862,1993
Netherlands,01 May 1993,201504,1993
New Zealand,01 May 1993,51751,1993
Guatemala,01 May 1993,58926,1993
Jamaica,01 May 1993,131606,1993
Belgium,01 May 1993,66530,1993
El Salvador,01 May 1993,26910,1993
Hong Kong,01 May 1993,84058,1993
Israel,01 May 1993,34726,1993
Ireland,01 May 1993,53363,1993
Costa Rica,01 May 1993,39653,1993
Spain,01 May 1993,89616,1993
Russia,01 May 1993,15592,1993
France,01 May 1993,332102,1993
Peru,01 May 1993,35071,1993
Trinidad and Tobago,01 May 1993,22330,1993
Taiwan,01 May 1993,105265,1993
Iceland,01 May 1993,16368,1993
Canada,01 May 1993,925219,1993
Australia,01 May 1993,73229,1993
Germany,01 May 1993,483604,1993
Dominican Republic,01 May 1993,142929,1993
Philippines,01 May 1993,52071,1993
Antilles,01 May 1993,53740,1993
Cayman Islands,01 May 1993,44890,1993
Ecuador,01 May 1993,30855,1993
Mexico,01 May 1993,719076,1993
South Korea,01 May 1993,172642,1993
Bahamas,01 May 1993,90600,1993
Switzerland,01 May 1993,105196,1993
United Kingdom,01 May 1993,878981,1993
Chile,01 May 1993,16385,1993
Italy,01 April 1993,122362,1993
Aruba,01 April 1993,56817,1993
China,01 April 1993,10406,1993
El Salvador,01 April 1993,27869,1993
Spain,01 April 1993,89217,1993
Argentina,01 April 1993,39535,1993
Iceland,01 April 1993,14235,1993
South Korea,01 April 1993,145905,1993
Venezuela,01 April 1993,87176,1993
Germany,01 April 1993,436736,1993
Antilles,01 April 1993,63192,1993
Netherlands,01 April 1993,176915,1993
Costa Rica,01 April 1993,42895,1993
United Kingdom,01 April 1993,798172,1993
Colombia,01 April 1993,47974,1993
Bahamas,01 April 1993,105021,1993
Chile,01 April 1993,15749,1993
Israel,01 April 1993,40894,1993
Belgium,01 April 1993,59309,1993
Panama,01 April 1993,28867,1993
Canada,01 April 1993,864902,1993
Peru,01 April 1993,32733,1993
Dominican Republic,01 April 1993,145979,1993
Ecuador,01 April 1993,32322,1993
Trinidad and Tobago,01 April 1993,23676,1993
Ireland,01 April 1993,36299,1993
Cayman Islands,01 April 1993,51176,1993
Haiti,01 April 1993,32183,1993
Denmark,01 April 1993,39496,1993
Russia,01 April 1993,10124,1993
Brazil,01 April 1993,98343,1993
Jamaica,01 April 1993,148282,1993
France,01 April 1993,288942,1993
Switzerland,01 April 1993,93463,1993
Taiwan,01 April 1993,86675,1993
Guatemala,01 April 1993,67313,1993
Hong Kong,01 April 1993,77150,1993
Australia,01 April 1993,69200,1993
Atlantic Ocean,01 April 1993,80415,1993
Japan,01 April 1993,731346,1993
Philippines,01 April 1993,51065,1993
Honduras,01 April 1993,16525,1993
Mexico,01 April 1993,761145,1993
New Zealand,01 April 1993,52872,1993
Haiti,01 March 1993,26584,1993
Denmark,01 March 1993,33159,1993
Brazil,01 March 1993,107631,1993
Hong Kong,01 March 1993,77255,1993
Ecuador,01 March 1993,31989,1993
Peru,01 March 1993,37599,1993
Trinidad and Tobago,01 March 1993,24570,1993
Israel,01 March 1993,43772,1993
China,01 March 1993,10189,1993
New Zealand,01 March 1993,67357,1993
United Kingdom,01 March 1993,776641,1993
Argentina,01 March 1993,42540,1993
Switzerland,01 March 1993,79211,1993
Germany,01 March 1993,436522,1993
Netherlands,01 March 1993,145398,1993
Belgium,01 March 1993,48896,1993
Spain,01 March 1993,94252,1993
Canada,01 March 1993,934541,1993
Mexico,01 March 1993,777068,1993
Panama,01 March 1993,37139,1993
Chile,01 March 1993,19166,1993
Jamaica,01 March 1993,135028,1993
Venezuela,01 March 1993,76474,1993
Aruba,01 March 1993,51407,1993
Japan,01 March 1993,875551,1993
Taiwan,01 March 1993,77047,1993
Philippines,01 March 1993,45277,1993
Italy,01 March 1993,126674,1993
Cayman Islands,01 March 1993,52671,1993
El Salvador,01 March 1993,29222,1993
Iceland,01 March 1993,14025,1993
France,01 March 1993,264970,1993
Ireland,01 March 1993,37426,1993
Colombia,01 March 1993,39086,1993
Costa Rica,01 March 1993,52651,1993
Antilles,01 March 1993,59118,1993
Bahamas,01 March 1993,105502,1993
Atlantic Ocean,01 March 1993,49912,1993
Dominican Republic,01 March 1993,135569,1993
Honduras,01 March 1993,15467,1993
Australia,01 March 1993,78886,1993
South Korea,01 March 1993,143473,1993
Russia,01 March 1993,12816,1993
Guatemala,01 March 1993,64245,1993
Switzerland,01 February 1993,62150,1993
Brazil,01 February 1993,133102,1993
Honduras,01 February 1993,15362,1993
Trinidad and Tobago,01 February 1993,25131,1993
Dominican Republic,01 February 1993,133991,1993
Taiwan,01 February 1993,78484,1993
Chile,01 February 1993,22782,1993
Canada,01 February 1993,788975,1993
El Salvador,01 February 1993,23903,1993
Japan,01 February 1993,793980,1993
Germany,01 February 1993,303833,1993
Russia,01 February 1993,7980,1993
Peru,01 February 1993,37394,1993
France,01 February 1993,195496,1993
United Kingdom,01 February 1993,569066,1993
Cayman Islands,01 February 1993,46333,1993
Costa Rica,01 February 1993,56125,1993
Israel,01 February 1993,33425,1993
China,01 February 1993,6686,1993
Mexico,01 February 1993,712023,1993
Iceland,01 February 1993,8443,1993
Bahamas,01 February 1993,103459,1993
New Zealand,01 February 1993,60198,1993
Guatemala,01 February 1993,57336,1993
Panama,01 February 1993,35959,1993
South Korea,01 February 1993,137678,1993
Italy,01 February 1993,80438,1993
Aruba,01 February 1993,51506,1993
Philippines,01 February 1993,38024,1993
Australia,01 February 1993,71809,1993
Ireland,01 February 1993,20466,1993
Venezuela,01 February 1993,72505,1993
Hong Kong,01 February 1993,66408,1993
Argentina,01 February 1993,42132,1993
Spain,01 February 1993,62608,1993
Atlantic Ocean,01 February 1993,31398,1993
Haiti,01 February 1993,26516,1993
Ecuador,01 February 1993,23594,1993
Jamaica,01 February 1993,122114,1993
Belgium,01 February 1993,35852,1993
Antilles,01 February 1993,62694,1993
Netherlands,01 February 1993,98659,1993
Colombia,01 February 1993,35796,1993
Denmark,01 February 1993,22029,1993
Cayman Islands,01 January 1993,46986,1993
Ireland,01 January 1993,32499,1993
Venezuela,01 January 1993,111407,1993
Dominican Republic,01 January 1993,181974,1993
Japan,01 January 1993,914097,1993
Hong Kong,01 January 1993,82052,1993
Trinidad and Tobago,01 January 1993,25284,1993
Canada,01 January 1993,827554,1993
Haiti,01 January 1993,33575,1993
Ecuador,01 January 1993,30663,1993
Netherlands,01 January 1993,132581,1993
Honduras,01 January 1993,22831,1993
Brazil,01 January 1993,179982,1993
Colombia,01 January 1993,64702,1993
Switzerland,01 January 1993,77373,1993
Russia,01 January 1993,12079,1993
Philippines,01 January 1993,53676,1993
Argentina,01 January 1993,47964,1993
Atlantic Ocean,01 January 1993,29380,1993
Chile,01 January 1993,26017,1993
France,01 January 1993,231744,1993
Bahamas,01 January 1993,89608,1993
Jamaica,01 January 1993,146290,1993
Peru,01 January 1993,42024,1993
El Salvador,01 January 1993,32986,1993
Spain,01 January 1993,74513,1993
Denmark,01 January 1993,30604,1993
United Kingdom,01 January 1993,679354,1993
Panama,01 January 1993,39232,1993
Belgium,01 January 1993,47087,1993
Antilles,01 January 1993,56404,1993
New Zealand,01 January 1993,69326,1993
Israel,01 January 1993,34288,1993
Taiwan,01 January 1993,111497,1993
Iceland,01 January 1993,11797,1993
Mexico,01 January 1993,816054,1993
Guatemala,01 January 1993,74675,1993
Australia,01 January 1993,95948,1993
China,01 January 1993,8353,1993
Germany,01 January 1993,372436,1993
Aruba,01 January 1993,53874,1993
Italy,01 January 1993,112837,1993
Costa Rica,01 January 1993,62629,1993
South Korea,01 January 1993,193719,1993
France,01 December 1990,210025,1990
Spain,01 December 1990,65374,1990
Chile,01 December 1990,18308,1990
Ecuador,01 December 1990,24211,1990
Netherlands,01 December 1990,114656,1990
Costa Rica,01 December 1990,31984,1990
Australia,01 December 1990,83107,1990
Israel,01 December 1990,19489,1990
Honduras,01 December 1990,20817,1990
Atlantic Ocean,01 December 1990,49225,1990
Turkey,01 December 1990,1303,1990
Switzerland,01 December 1990,68520,1990
Colombia,01 December 1990,55370,1990
Aruba,01 December 1990,43311,1990
Antilles,01 December 1990,61821,1990
Taiwan,01 December 1990,73781,1990
Brazil,01 December 1990,113451,1990
Belgium,01 December 1990,54976,1990
Philippines,01 December 1990,37985,1990
Peru,01 December 1990,40125,1990
El Salvador,01 December 1990,19415,1990
South Korea,01 December 1990,137279,1990
Haiti,01 December 1990,41675,1990
Italy,01 December 1990,89430,1990
Argentina,01 December 1990,27774,1990
Ireland,01 December 1990,27779,1990
Guatemala,01 December 1990,61437,1990
Russia,01 December 1990,4379,1990
United Kingdom,01 December 1990,587458,1990
Germany,01 December 1990,306843,1990
Venezuela,01 December 1990,86212,1990
Canada,01 December 1990,800305,1990
Dominican Republic,01 December 1990,143005,1990
Japan,01 December 1990,870792,1990
China,01 December 1990,4357,1990
New Zealand,01 December 1990,69975,1990
Hong Kong,01 December 1990,55727,1990
Trinidad and Tobago,01 December 1990,7439,1990
Jamaica,01 December 1990,151387,1990
Cayman Islands,01 December 1990,43799,1990
Iceland,01 December 1990,11459,1990
Panama,01 December 1990,43302,1990
Denmark,01 December 1990,34260,1990
Mexico,01 December 1990,801966,1990
Bahamas,01 December 1990,136118,1990
Australia,01 November 1990,66805,1990
Mexico,01 November 1990,715369,1990
Panama,01 November 1990,32273,1990
Philippines,01 November 1990,31626,1990
Colombia,01 November 1990,37628,1990
Russia,01 November 1990,3490,1990
Venezuela,01 November 1990,63783,1990
Dominican Republic,01 November 1990,107582,1990
Chile,01 November 1990,11484,1990
Iceland,01 November 1990,10713,1990
Belgium,01 November 1990,50211,1990
Japan,01 November 1990,789755,1990
South Korea,01 November 1990,104835,1990
Canada,01 November 1990,995114,1990
Italy,01 November 1990,79619,1990
China,01 November 1990,5316,1990
Honduras,01 November 1990,12110,1990
Trinidad and Tobago,01 November 1990,4493,1990
Israel,01 November 1990,17342,1990
El Salvador,01 November 1990,11481,1990
Spain,01 November 1990,64567,1990
Bahamas,01 November 1990,119602,1990
Cayman Islands,01 November 1990,46616,1990
Switzerland,01 November 1990,67675,1990
United Kingdom,01 November 1990,580653,1990
Argentina,01 November 1990,24005,1990
Germany,01 November 1990,286221,1990
Costa Rica,01 November 1990,23476,1990
Ecuador,01 November 1990,18269,1990
Atlantic Ocean,01 November 1990,73743,1990
Netherlands,01 November 1990,112976,1990
Guatemala,01 November 1990,44492,1990
Turkey,01 November 1990,933,1990
Ireland,01 November 1990,23723,1990
Peru,01 November 1990,34368,1990
Denmark,01 November 1990,35085,1990
Aruba,01 November 1990,47280,1990
Hong Kong,01 November 1990,53112,1990
Jamaica,01 November 1990,128864,1990
Brazil,01 November 1990,97652,1990
France,01 November 1990,208712,1990
Taiwan,01 November 1990,63808,1990
Haiti,01 November 1990,31452,1990
Antilles,01 November 1990,62668,1990
New Zealand,01 November 1990,50248,1990
Spain,01 October 1990,87241,1990
Honduras,01 October 1990,8071,1990
Haiti,01 October 1990,35263,1990
China,01 October 1990,5400,1990
Iceland,01 October 1990,14965,1990
Costa Rica,01 October 1990,20395,1990
New Zealand,01 October 1990,62030,1990
Panama,01 October 1990,34405,1990
Trinidad and Tobago,01 October 1990,9302,1990
Russia,01 October 1990,3935,1990
Israel,01 October 1990,25310,1990
Mexico,01 October 1990,664909,1990
Hong Kong,01 October 1990,55060,1990
Belgium,01 October 1990,71853,1990
Denmark,01 October 1990,43958,1990
Taiwan,01 October 1990,54506,1990
Chile,01 October 1990,10388,1990
Venezuela,01 October 1990,56251,1990
Switzerland,01 October 1990,106498,1990
Jamaica,01 October 1990,113639,1990
Italy,01 October 1990,128060,1990
Peru,01 October 1990,26947,1990
Dominican Republic,01 October 1990,107687,1990
Australia,01 October 1990,79913,1990
Argentina,01 October 1990,24942,1990
South Korea,01 October 1990,116040,1990
Antilles,01 October 1990,43096,1990
Cayman Islands,01 October 1990,17839,1990
Germany,01 October 1990,385041,1990
Bahamas,01 October 1990,107769,1990
Colombia,01 October 1990,38935,1990
Canada,01 October 1990,923388,1990
Brazil,01 October 1990,109125,1990
Atlantic Ocean,01 October 1990,85400,1990
El Salvador,01 October 1990,6031,1990
Aruba,01 October 1990,41288,1990
Ecuador,01 October 1990,19196,1990
Netherlands,01 October 1990,148331,1990
Ireland,01 October 1990,42821,1990
Guatemala,01 October 1990,37927,1990
United Kingdom,01 October 1990,805220,1990
Japan,01 October 1990,809298,1990
France,01 October 1990,292981,1990
Philippines,01 October 1990,26660,1990
Colombia,01 September 1990,46333,1990
Antilles,01 September 1990,35965,1990
Panama,01 September 1990,36892,1990
Japan,01 September 1990,905417,1990
Australia,01 September 1990,75506,1990
Haiti,01 September 1990,46247,1990
Canada,01 September 1990,915544,1990
El Salvador,01 September 1990,6435,1990
Israel,01 September 1990,25001,1990
Brazil,01 September 1990,100232,1990
Ecuador,01 September 1990,25390,1990
Italy,01 September 1990,149976,1990
United Kingdom,01 September 1990,881592,1990
Venezuela,01 September 1990,73629,1990
Chile,01 September 1990,11512,1990
Cayman Islands,01 September 1990,12761,1990
Germany,01 September 1990,449761,1990
Argentina,01 September 1990,24250,1990
Trinidad and Tobago,01 September 1990,12166,1990
France,01 September 1990,325939,1990
New Zealand,01 September 1990,72966,1990
Bahamas,01 September 1990,100013,1990
Aruba,01 September 1990,35882,1990
Spain,01 September 1990,105631,1990
Philippines,01 September 1990,27126,1990
Russia,01 September 1990,4455,1990
Denmark,01 September 1990,55001,1990
China,01 September 1990,5940,1990
Mexico,01 September 1990,589903,1990
Belgium,01 September 1990,80439,1990
Iceland,01 September 1990,14531,1990
Atlantic Ocean,01 September 1990,83361,1990
Costa Rica,01 September 1990,19905,1990
Jamaica,01 September 1990,123085,1990
Switzerland,01 September 1990,117387,1990
Dominican Republic,01 September 1990,133485,1990
Peru,01 September 1990,26105,1990
Guatemala,01 September 1990,44591,1990
Hong Kong,01 September 1990,55993,1990
South Korea,01 September 1990,136817,1990
Ireland,01 September 1990,74202,1990
Netherlands,01 September 1990,150697,1990
Taiwan,01 September 1990,57138,1990
Honduras,01 September 1990,11397,1990
United Kingdom,01 August 1990,1024904,1990
Israel,01 August 1990,48341,1990
China,01 August 1990,6529,1990
Denmark,01 August 1990,75959,1990
Ecuador,01 August 1990,31656,1990
Netherlands,01 August 1990,184443,1990
